geo_point_2d;geo_shape;nature_l;sigle;secteur;code_postal;commune;academie;denom;nom_lycee;dept
48.82531941095595, 2.375153107578737;"{""coordinates"": [2.375153107578737, 48.82531941095595], ""type"": ""Point""}";Lycée professionnel;LP;Public;75113;Paris 13e Arrondissement;Paris;LYCEE PROFESSIONNEL;GALILÉE;75
48.635391095870716, 2.465191230405739;"{""coordinates"": [2.465191230405739, 48.635391095870716], ""type"": ""Point""}";Lycée professionnel;LP;Public;91225;Étiolles;Versailles;LP LYCEE DES METIERS;CHÂTEAU-DES-COUDRAIES;91
48.87480276388987, 2.2297647957946927;"{""coordinates"": [2.229764795794693, 48.87480276388987], ""type"": ""Point""}";Lycée professionnel;LP;Public;92073;Suresnes;Versailles;LP LYCEE DES METIERS;LOUIS-BLÉRIOT;92
48.901667022645, 2.513475781321151;"{""coordinates"": [2.513475781321151, 48.901667022645], ""type"": ""Point""}";Lycée professionnel;LP;Privé;93062;Le Raincy;Créteil;LYCEE PROFESSIONNEL PRIVE;JEANNE-LA-LORRAINE;93
48.81499839474791, 2.3593949795550904;"{""coordinates"": [2.35939497955509, 48.81499839474791], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94043;Le Kremlin-Bicêtre;Créteil;LYCEE POLYVALENT;PIERRE-BROSSOLETTE;94
48.695893308245694, 2.3789993188442518;"{""coordinates"": [2.378999318844252, 48.695893308245694], ""type"": ""Point""}";Lycée professionnel;LP;Public;91326;Juvisy-sur-Orge;Versailles;LP LYCEE DES METIERS;JEAN-MONNET;91
48.967414565001235, 2.311985389614702;"{""coordinates"": [2.311985389614702, 48.967414565001235], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;95210;Enghien-les-Bains;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;NOTRE-DAME-DE-LA-PROVIDENCE;95
48.82688067697657, 2.2417203665399863;"{""coordinates"": [2.241720366539986, 48.82688067697657], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;92012;Boulogne-Billancourt;Versailles;;SIMONE-VEIL;92
48.893571622125016, 2.098065680339774;"{""coordinates"": [2.098065680339774, 48.893571622125016], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78551;Saint-Germain-en-Laye;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;JEANNE-D'ALBRET;78
48.89830899035779, 2.090995489128687;"{""coordinates"": [2.090995489128687, 48.89830899035779], ""type"": ""Point""}";Lycée professionnel;LP;Privé;78551;Saint-Germain-en-Laye;Versailles;LYCEE PROFESSIONNEL PRIVE;SAINT-THOMAS-DE-VILLENEUVE (PRO);78
48.74374076597547, 2.510720424025193;"{""coordinates"": [2.510720424025193, 48.74374076597547], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94044;Limeil-Brévannes;Créteil;LYCEE POLYVALENT;GUILLAUME-BUDÉ;94
48.76366530571898, 2.4216977518899667;"{""coordinates"": [2.421697751889967, 48.76366530571898], ""type"": ""Point""}";Lycée professionnel;LP;Public;94022;Choisy-le-Roi;Créteil;LYCEE PROFESSIONNEL;JEAN-MACÉ;94
48.95038882119029, 2.4159186441507647;"{""coordinates"": [2.415918644150765, 48.95038882119029], ""type"": ""Point""}";Lycée professionnel;LP;Privé;93030;Dugny;Créteil;LYCEE PROFESSIONNEL PRIVE;ROBERT-SCHUMAN (PRO);93
48.953939554574596, 2.36812121048775;"{""coordinates"": [2.36812121048775, 48.953939554574596], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;93072;Stains;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;NOUVEAU LYCÉE PIERREFITTE;93
48.75921134312768, 2.691242194276068;"{""coordinates"": [2.691242194276068, 48.75921134312768], ""type"": ""Point""}";Lycée professionnel;LP;Public;77350;Ozoir-la-Ferrière;Créteil;LP LYCEE DES METIERS;LINO-VENTURA;77
48.89395122062641, 2.408073793087827;"{""coordinates"": [2.408073793087827, 48.89395122062641], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93055;Pantin;Créteil;LYCEE POLYVALENT;LUCIE-AUBRAC;93
48.9956497535228, 2.2875664243666556;"{""coordinates"": [2.287566424366656, 48.9956497535228], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95203;Eaubonne;Versailles;LYCEE POLYVALENT;LOUIS-ARMAND;95
48.846225212531586, 2.137078862012307;"{""coordinates"": [2.137078862012307, 48.846225212531586], ""type"": ""Point""}";Lycée polyvalent;LGT;Public;78126;La Celle-Saint-Cloud;Versailles;LYCEE POLYVALENT;CORNEILLE;78
48.892925713226404, 2.4096552714015638;"{""coordinates"": [2.409655271401564, 48.892925713226404], ""type"": ""Point""}";Lycée professionnel;LP;Public;93055;Pantin;Créteil;LYCEE PROFESSIONNEL;SIMONE-WEIL;93
48.87043122196054, 2.3632284905945715;"{""coordinates"": [2.363228490594572, 48.87043122196054], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75110;Paris 10e Arrondissement;Paris;LYCEE GENERAL PRIVE;BOSSUET-NOTRE-DAME;75
48.40616257916965, 2.6901715839473415;"{""coordinates"": [2.690171583947341, 48.40616257916965], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;77186;Fontainebleau;Créteil;LYCEE GENERAL PRIVE;SAINT-ASPAIS-JEANNE-D'ARC;77
48.98602947102285, 1.7523231744632521;"{""coordinates"": [1.752323174463252, 48.98602947102285], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;78335;Limay;Versailles;LYCEE POLYVALENT;CONDORCET;78
48.549691047726675, 2.6375059010121453;"{""coordinates"": [2.637505901012145, 48.549691047726675], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;77285;Le Mée-sur-Seine;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;GEORGE-SAND;77
48.678356562741435, 2.969445046586993;"{""coordinates"": [2.969445046586993, 48.678356562741435], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77393;Rozay-en-Brie;Créteil;LYCEE POLYVALENT;TOUR-DES-DAMES (DE LA);77
48.89400199572344, 2.075370186621177;"{""coordinates"": [2.075370186621177, 48.89400199572344], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;78551;Saint-Germain-en-Laye;Versailles;LYCEE POLYVALENT PRIVE;NOTRE-DAME;78
48.86026457330129, 2.171969641127658;"{""coordinates"": [2.171969641127658, 48.86026457330129], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;92063;Rueil-Malmaison;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;MADELEINE-DANIELOU;92
48.88448613492492, 2.3078323456035066;"{""coordinates"": [2.307832345603507, 48.88448613492492], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75117;Paris 17e Arrondissement;Paris;LYCEE GENERAL;CARNOT;75
49.05795041335315, 2.1301623470731488;"{""coordinates"": [2.130162347073149, 49.05795041335315], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95572;Saint-Ouen-l'Aumône;Versailles;LYCEE POLYVALENT;JEAN-PERRIN;95
48.8906975650364, 2.5229312426780592;"{""coordinates"": [2.522931242678059, 48.8906975650364], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;93032;Gagny;Créteil;LYCEE GENERAL PRIVE;MERKAZ-HATORAH (GARCONS);93
48.94922763783588, 2.4155029654002114;"{""coordinates"": [2.415502965400211, 48.94922763783588], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Privé;93030;Dugny;Créteil;LYCEE TECHNOLOGIQUE PRIVE;ROBERT-SCHUMAN (TECHNO);93
48.756951259822586, 2.4002083014622824;"{""coordinates"": [2.400208301462282, 48.756951259822586], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;94073;Thiais;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;GUILLAUME-APOLLINAIRE;94
48.7804526686026, 2.3733277666370345;"{""coordinates"": [2.373327766637034, 48.7804526686026], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94081;Vitry-sur-Seine;Créteil;LPO LYCEE DES METIERS;ADOLPHE-CHERIOUX;94
48.991048422497144, 2.214404326554744;"{""coordinates"": [2.214404326554744, 48.991048422497144], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95252;Franconville;Versailles;LYCEE POLYVALENT;JEAN-MONNET;95
48.94378062502514, 3.131951897836929;"{""coordinates"": [3.131951897836929, 48.94378062502514], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;77183;La Ferté-sous-Jouarre;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;SAMUEL-BECKETT;77
48.83838129178022, 2.302175929203793;"{""coordinates"": [2.302175929203793, 48.83838129178022], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;75115;Paris 15e Arrondissement;Paris;LPO LYCEE DES METIERS;LÉONARD-DE-VINCI;75
48.95136401403765, 2.2264994315377997;"{""coordinates"": [2.2264994315378, 48.95136401403765], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95018;Argenteuil;Versailles;LPO LYCEE DES METIERS;FERNAND-ET-NADIA-LÉGER;95
48.84655193822976, 2.4312854673106696;"{""coordinates"": [2.43128546731067, 48.84655193822976], ""type"": ""Point""}";Lycée professionnel;LP;Public;94080;Vincennes;Créteil;LYCEE PROFESSIONNEL;JEAN-MOULIN;94
48.81282745523883, 2.471043936984571;"{""coordinates"": [2.471043936984571, 48.81282745523883], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;94068;Saint-Maur-des-Fossés;Créteil;LYCEE GENERAL ET TECHNO PRIVE;TEILHARD-DE-CHARDIN;94
48.81841858567839, 2.4127909536487504;"{""coordinates"": [2.41279095364875, 48.81841858567839], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94018;Charenton-le-Pont;Créteil;LYCEE POLYVALENT;ROBERT-SCHUMAN;94
48.998619713513115, 2.0952225328441108;"{""coordinates"": [2.095222532844111, 48.998619713513115], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78172;Conflans-Sainte-Honorine;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;JULES-FERRY;78
48.92467422441017, 2.4616792007867896;"{""coordinates"": [2.46167920078679, 48.92467422441017], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93029;Drancy;Créteil;LPO LYCEE DES METIERS;PAUL-LE-ROLLAND;93
48.596519760005975, 2.5764771832667552;"{""coordinates"": [2.576477183266755, 48.596519760005975], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;77445;Savigny-le-Temple;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;PIERRE-MENDÈS-FRANCE;77
48.903657462767356, 2.490193057108403;"{""coordinates"": [2.490193057108403, 48.903657462767356], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;93010;Bondy;Créteil;LYCEE POLYVALENT PRIVE;ASSOMPTION;93
48.81643825107848, 2.497479236942455;"{""coordinates"": [2.497479236942455, 48.81643825107848], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94017;Champigny-sur-Marne;Créteil;LYCEE POLYVALENT;LANGEVIN-WALLON;94
48.83989534433926, 2.2638324869564697;"{""coordinates"": [2.26383248695647, 48.83989534433926], ""type"": ""Point""}";Lycée professionnel;LP;Public;75116;Paris 16e Arrondissement;Paris;LYCEE PROFESSIONNEL;RENÉ-CASSIN;75
48.84075642345334, 2.339380479062251;"{""coordinates"": [2.339380479062251, 48.84075642345334], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75105;Paris 5e Arrondissement;Paris;LYCEE GENERAL PRIVE;SÉVIGNÉ;75
49.156892710403376, 1.9434127036352493;"{""coordinates"": [1.943412703635249, 49.156892710403376], ""type"": ""Point""}";Lycée professionnel;LP;Public;95142;Chars;Versailles;LP LYCEE DES METIERS;VEXIN (DU);95
48.843327658180854, 2.3127120181287397;"{""coordinates"": [2.31271201812874, 48.843327658180854], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;75115;Paris 15e Arrondissement;Paris;LPO LYCEE DES METIERS;FRESNEL;75
48.65488755180551, 2.563807541140048;"{""coordinates"": [2.563807541140048, 48.65488755180551], ""type"": ""Point""}";Lycée professionnel;LP;Public;77122;Combs-la-Ville;Créteil;LP LYCEE DES METIERS;JACQUES-PRÉVERT;77
48.56195442164724, 3.293810252512566;"{""coordinates"": [3.293810252512566, 48.56195442164724], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;77379;Provins;Créteil;LYCEE GENERAL PRIVE;SAINTE-CROIX;77
48.841625169465736, 2.703973006243113;"{""coordinates"": [2.703973006243113, 48.841625169465736], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;77058;Bussy-Saint-Georges;Créteil;LYC POLYVAL PRIVE DES METIERS;MAURICE-RONDEAU;77
48.70959840251955, 2.2424354871310475;"{""coordinates"": [2.242435487131047, 48.70959840251955], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;91477;Palaiseau;Versailles;LYCEE POLYVALENT PRIVE;INSTITUTION SAINT-MARTIN;91
49.03911432642176, 2.1169453476899593;"{""coordinates"": [2.116945347689959, 49.03911432642176], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95572;Saint-Ouen-l'Aumône;Versailles;LPO LYCEE DES METIERS;EDMOND-ROSTAND;95
48.676082783519554, 2.1650376665493667;"{""coordinates"": [2.165037666549367, 48.676082783519554], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;91692;Les Ulis;Versailles;LYCEE POLYVALENT;ESSOURIAU (DE L');91
48.856982800487586, 2.3196641935828626;"{""coordinates"": [2.319664193582863, 48.856982800487586], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75107;Paris 7e Arrondissement;Paris;LYCEE GENERAL PRIVE;PAUL-CLAUDEL D'HULST;75
48.39837961723654, 2.6874492091638347;"{""coordinates"": [2.687449209163835, 48.39837961723654], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;77186;Fontainebleau;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;FRANCOIS-COUPERIN;77
48.96665497875205, 2.569982370075506;"{""coordinates"": [2.569982370075506, 48.96665497875205], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93073;Tremblay-en-France;Créteil;LPO LYCEE DES METIERS;LÉONARD-DE-VINCI;93
48.93066955368836, 2.570038229745877;"{""coordinates"": [2.570038229745877, 48.93066955368836], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;93074;Vaujours;Créteil;LYCEE GENERAL PRIVE;FÉNELON;93
48.92962484559635, 2.4003264729967078;"{""coordinates"": [2.400326472996708, 48.92962484559635], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;93027;La Courneuve;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;JACQUES-BREL;93
48.93953320040005, 2.538712825656899;"{""coordinates"": [2.538712825656899, 48.93953320040005], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93071;Sevran;Créteil;LYCEE POLYVALENT;BLAISE-CENDRARS;93
48.768848814568074, 2.514663529212335;"{""coordinates"": [2.514663529212335, 48.768848814568074], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;94071;Sucy-en-Brie;Créteil;LYCEE GENERAL PRIVE;PETIT-VAL;94
48.77285634062483, 2.3401106946732413;"{""coordinates"": [2.340110694673241, 48.77285634062483], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94021;Chevilly-Larue;Créteil;LYCEE POLYVALENT;PAULINE-ROLAND;94
48.6411436721814, 1.8249812786571773;"{""coordinates"": [1.824981278657177, 48.6411436721814], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;78517;Rambouillet;Versailles;LYCEE POLYVALENT;LOUIS-BASCAN;78
48.83797020512412, 2.2913022513712678;"{""coordinates"": [2.291302251371268, 48.83797020512412], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Public;75115;Paris 15e Arrondissement;Paris;LYCEE TECHNOLOGIQUE;BÂTIMENT (DU);75
48.92492223406127, 2.026440858705484;"{""coordinates"": [2.026440858705484, 48.92492223406127], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78498;Poissy;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;LE-CORBUSIER;78
48.857518941726774, 2.445542092346874;"{""coordinates"": [2.445542092346874, 48.857518941726774], ""type"": ""Point""}";Lycée professionnel;LP;Public;93048;Montreuil;Créteil;LYCEE PROFESSIONNEL;CONDORCET (PROFESSIONNEL);93
48.91339928819644, 2.4926736194438734;"{""coordinates"": [2.492673619443873, 48.91339928819644], ""type"": ""Point""}";Lycée professionnel;LP;Public;93057;Les Pavillons-sous-Bois;Créteil;LP LYCEE DES METIERS;CLAUDE-NICOLAS-LEDOUX;93
48.91060749905285, 2.2690169742645123;"{""coordinates"": [2.269016974264512, 48.91060749905285], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;92009;Bois-Colombes;Versailles;ECOLE 2D DEGRE GENERAL PRIVEE;HAUTEFEUILLE;92
48.870216607061984, 2.377999579873031;"{""coordinates"": [2.377999579873031, 48.870216607061984], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75111;Paris 11e Arrondissement;Paris;LYCEE GENERAL PRIVE;OZAR-HATORAH;75
48.959191914165096, 2.54768109763456;"{""coordinates"": [2.54768109763456, 48.959191914165096], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93078;Villepinte;Créteil;LYCEE POLYVALENT;JEAN-ROSTAND;93
48.99223156469271, 2.3815841523096846;"{""coordinates"": [2.381584152309685, 48.99223156469271], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95585;Sarcelles;Versailles;LYCEE POLYVALENT;TOURELLE (DE LA);95
48.88269730244923, 2.3634098633459995;"{""coordinates"": [2.363409863345999, 48.88269730244923], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75110;Paris 10e Arrondissement;Paris;LYCEE GENERAL;COLBERT;75
48.84197810491536, 2.2549409587560443;"{""coordinates"": [2.254940958756044, 48.84197810491536], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;75116;Paris 16e Arrondissement;Paris;LYCEE GENERAL ET TECHNOLOGIQUE;CLAUDE-BERNARD;75
48.832482823385014, 2.347186422634151;"{""coordinates"": [2.347186422634151, 48.832482823385014], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75113;Paris 13e Arrondissement;Paris;LYCEE GENERAL;RODIN;75
48.83250533431498, 2.233085816940477;"{""coordinates"": [2.233085816940477, 48.83250533431498], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;92012;Boulogne-Billancourt;Versailles;LPO LYCEE DES METIERS;ETIENNE-JULES-MAREY;92
48.83368883893094, 2.301640679843179;"{""coordinates"": [2.301640679843179, 48.83368883893094], ""type"": ""Point""}";Etablissement régional d'enseignement adapté;EREA;Public;75115;Paris 15e Arrondissement;Paris;ETAB.REGIONAL ENSEIGNT ADAPTE;ALEXANDRE-DUMAS;75
48.856099438409736, 2.396405249859369;"{""coordinates"": [2.396405249859369, 48.856099438409736], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Privé;75120;Paris 20e Arrondissement;Paris;LYCEE TECHNOLOGIQUE PRIVE;ÉCOLE-SUP-TECHNIQUES-BIOLOGIE-APPLIQUÉE;75
48.840653107888635, 2.2003045900641576;"{""coordinates"": [2.200304590064158, 48.840653107888635], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;92064;Saint-Cloud;Versailles;LPO LYCEE DES METIERS;SANTOS-DUMONT;92
48.9030039350952, 2.3339674284615746;"{""coordinates"": [2.333967428461575, 48.9030039350952], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93070;Saint-Ouen;Créteil;LYCEE POLYVALENT;AUGUSTE-BLANQUI;93
48.93475311123775, 2.4198028203957467;"{""coordinates"": [2.419802820395747, 48.93475311123775], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;93013;Le Bourget;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;GERMAINE-TILLION;93
49.0606230809705, 2.0717869126290784;"{""coordinates"": [2.071786912629078, 49.0606230809705], ""type"": ""Point""}";Lycée professionnel;LP;Privé;95476;Osny;Versailles;LYCEE PROFESSIONNEL PRIVE;SAINT-STANISLAS;95
48.99019471894929, 2.317698845256754;"{""coordinates"": [2.317698845256754, 48.99019471894929], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;95428;Montmorency;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;JEAN-JACQUES ROUSSEAU;95
48.86349563864648, 2.496330156725649;"{""coordinates"": [2.496330156725649, 48.86349563864648], ""type"": ""Point""}";Lycée professionnel;LP;Public;93064;Rosny-sous-Bois;Créteil;LYCEE PROFESSIONNEL;JEAN-MOULIN;93
48.763445247296346, 2.40581646097608;"{""coordinates"": [2.40581646097608, 48.763445247296346], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;94022;Choisy-le-Roi;Créteil;LYCEE GENERAL PRIVE;SAINT-ANDRÉ;94
48.928048718395985, 2.242239879166376;"{""coordinates"": [2.242239879166376, 48.928048718395985], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;92025;Colombes;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;GUY-DE-MAUPASSANT;92
48.9558939978181, 2.5335057414969246;"{""coordinates"": [2.533505741496925, 48.9558939978181], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93078;Villepinte;Créteil;LPO LYCEE DES METIERS;GEORGES-BRASSENS;93
48.84576357494925, 2.427027652180022;"{""coordinates"": [2.427027652180022, 48.84576357494925], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;94080;Vincennes;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;HECTOR-BERLIOZ;94
48.76115337770401, 2.328712560487728;"{""coordinates"": [2.328712560487728, 48.76115337770401], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94034;Fresnes;Créteil;LYCEE POLYVALENT;FRÉDÉRIC-MISTRAL;94
48.977943560808555, 2.2727366822613666;"{""coordinates"": [2.272736682261367, 48.977943560808555], ""type"": ""Point""}";Lycée professionnel;LP;Public;95219;Ermont;Versailles;LYCEE PROFESSIONNEL;FERDINAND-BUISSON;95
49.042781693868235, 2.0927388424065865;"{""coordinates"": [2.092738842406586, 49.042781693868235], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;95500;Pontoise;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;SAINT-MARTIN-DE-FRANCE;95
48.86697658045073, 2.2721539101214048;"{""coordinates"": [2.272153910121405, 48.86697658045073], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75116;Paris 16e Arrondissement;Paris;LYCEE GENERAL PRIVE;PASCAL;75
48.84100438763224, 2.3338195939921578;"{""coordinates"": [2.333819593992158, 48.84100438763224], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75106;Paris 6e Arrondissement;Paris;LYCEE GENERAL PRIVE;ALSACIENNE;75
48.76423586945205, 1.9521663410362282;"{""coordinates"": [1.952166341036228, 48.76423586945205], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;78383;Maurepas;Versailles;LYCEE POLYVALENT;DUMONT-D'URVILLE;78
48.674342488501146, 2.354426374546859;"{""coordinates"": [2.354426374546859, 48.674342488501146], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;91589;Savigny-sur-Orge;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;JEAN-BAPTISTE-COROT;91
48.76466381241586, 2.068278831857288;"{""coordinates"": [2.068278831857288, 48.76466381241586], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78297;Guyancourt;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;VILLAROY (DE);78
48.640436568766724, 2.435006513774189;"{""coordinates"": [2.435006513774189, 48.640436568766724], ""type"": ""Point""}";Lycée professionnel;LP;Public;91228;Evry-Courcouronnes;Versailles;LYCEE PROFESSIONNEL;AUGUSTE-PERRET;91
48.83859437385497, 2.472080859942128;"{""coordinates"": [2.472080859942128, 48.83859437385497], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;94052;Nogent-sur-Marne;Créteil;LYCEE GENERAL PRIVE;MONTALEMBERT;94
48.88827853509714, 2.276778002683953;"{""coordinates"": [2.276778002683953, 48.88827853509714], ""type"": ""Point""}";Lycée professionnel;LP;Public;92051;Neuilly-sur-Seine;Versailles;LP LYCEE DES METIERS;VASSILY-KANDINSKY;92
48.88356583170219, 2.210822162233182;"{""coordinates"": [2.210822162233182, 48.88356583170219], ""type"": ""Point""}";Lycée professionnel;LP;Public;92050;Nanterre;Versailles;LYCEE PROFESSIONNEL;CLAUDE-CHAPPE;92
48.79246817031511, 2.1250071967138866;"{""coordinates"": [2.125007196713887, 48.79246817031511], ""type"": ""Point""}";Lycée professionnel;LP;Privé;78646;Versailles;Versailles;LYCEE PROFESSIONNEL PRIVE;NOTRE-DAME-DU-GRANDCHAMP (PROFESSIONNEL);78
48.69604799173321, 2.1875406992624447;"{""coordinates"": [2.187540699262445, 48.69604799173321], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;91471;Orsay;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;BLAISE-PASCAL;91
48.98835214854438, 1.7224732728397478;"{""coordinates"": [1.722473272839748, 48.98835214854438], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;78361;Mantes-la-Jolie;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;NOTRE-DAME;78
48.768985672809606, 2.2772459062362627;"{""coordinates"": [2.277245906236263, 48.768985672809606], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;92019;Châtenay-Malabry;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;EMMANUEL-MOUNIER;92
48.89547955930588, 2.2589928425040093;"{""coordinates"": [2.258992842504009, 48.89547955930588], ""type"": ""Point""}";Lycée professionnel;LP;Public;92026;Courbevoie;Versailles;LP LYCEE DES METIERS;PAUL-PAINLEVÉ;92
48.86873996213179, 2.3867269823414614;"{""coordinates"": [2.386726982341461, 48.86873996213179], ""type"": ""Point""}";Lycée professionnel;LP;Public;75120;Paris 20e Arrondissement;Paris;LYCEE PROFESSIONNEL;ETIENNE-DOLET;75
48.84372542220527, 2.574112902703786;"{""coordinates"": [2.574112902703786, 48.84372542220527], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;93051;Noisy-le-Grand;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;FLORA-TRISTAN;93
48.814884829016606, 2.4246092310798004;"{""coordinates"": [2.4246092310798, 48.814884829016606], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94046;Maisons-Alfort;Créteil;LPO LYCEE DES METIERS;PAUL-BERT;94
48.83634978168224, 2.470498701841893;"{""coordinates"": [2.470498701841893, 48.83634978168224], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;94052;Nogent-sur-Marne;Créteil;LYCEE GENERAL PRIVE;ALBERT-DE-MUN;94
48.79452179567936, 2.462664279836746;"{""coordinates"": [2.462664279836746, 48.79452179567936], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;94028;Créteil;Créteil;LYCEE GENERAL ET TECHNO PRIVE;ENSEMBLE SAINTE-MARIE;94
48.81078901661153, 2.425911291889976;"{""coordinates"": [2.425911291889976, 48.81078901661153], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;94046;Maisons-Alfort;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;EUGENE-DELACROIX;94
