Identifiant action de formation;Enseignements de spécialité de classe de 1ère générale;Identifiant et fiche onisep lieu de cours;Libellé lieu de cours;Adresse lieu de cours;Code postal lieu de cours;Commune lieu de cours;Département lieu de cours;Région lieu de cours;Académie lieu de cours
AF.6407;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11493;Lycée Jacques Decour;12 avenue Trudaine;75009;Paris;Paris;Ile-de-France;Paris
AF.6518;Sciences économiques et sociales / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12512;Lycée La Source;11 rue Ernest Renan;92190;Meudon;Hauts-de-Seine;Ile-de-France;Versailles
AF.6558;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11851;Lycée Eugène Delacroix;5 rue Pierre et Marie Curie;94700;Maisons-Alfort;Val-de-Marne;Ile-de-France;Créteil
AF.6570;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15646;Lycée Lucie Aubrac;13 rue de l'industrie;92400;Courbevoie;Hauts-de-Seine;Ile-de-France;Versailles
AF.6619;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8880;Lycée Notre-Dame Les Oiseaux;106 Grande Rue;78480;Verneuil-sur-Seine;Yvelines;Ile-de-France;Versailles
AF.68993;Sciences économiques et sociales / Arts : arts plastiques / Arts : théâtre / Arts : musique / Humanités, littérature et philosophie / Arts : cinéma - audiovisuel / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / Éducation physique, pratiques et culture sportives;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2163;Lycée Jean-Baptiste Corot - Le château;Place Davout;91600;Savigny-sur-Orge;Essonne;Ile-de-France;Versailles
AF.69059;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14969;Centre médical et pédagogique pour adolescents de Neufmoutiers;19 rue du Docteur Lardanchet;77610;Neufmoutiers-en-Brie;Seine-et-Marne;Ile-de-France;Créteil
AF.69387;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14507;Lycée polyvalent Condorcet;1 avenue Condorcet;94214;Saint-Maur-des-Fossés;Val-de-Marne;Ile-de-France;Créteil
AF.69393;Sciences économiques et sociales / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14372;Lycée polyvalent Adolphe Chérioux;195 rue Julian Grimau;94400;Vitry-sur-Seine;Val-de-Marne;Ile-de-France;Créteil
AF.69469;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7501;Lycée Maurice Eliot;Rue de Provence;91860;Epinay-sous-Sénart;Essonne;Ile-de-France;Versailles
AF.69519;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3218;Lycée François Truffaut;Rue Georges Pompidou;91070;Bondoufle;Essonne;Ile-de-France;Versailles
AF.69649;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9319;Lycée Paul Langevin;2 rue Maurice Payret-Dortail;92150;Suresnes;Hauts-de-Seine;Ile-de-France;Versailles
AF.75169;Sciences économiques et sociales / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11605;Lycée Charles de Gaulle;10 rue Gustave Eiffel, Technoparc;78300;Poissy;Yvelines;Ile-de-France;Versailles
AF.75207;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3118;Lycée Saint-Charles;2 rue G Anthonioz de Gaulle;91200;Athis-Mons;Essonne;Ile-de-France;Versailles
AF.75342;Sciences économiques et sociales / Arts : arts plastiques / Arts : théâtre / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11281;Lycée Alphonse de Lamartine;121 rue du faubourg Poissonnière;75009;Paris;Paris;Ile-de-France;Paris
AF.80700;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8718;Lycée général privé de garçons Merkaz Hatorah;92 chemin des Bourdons;93220;Gagny;Seine-Saint-Denis;Ile-de-France;Créteil
AF.80887;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14506;Lycée polyvalent Alfred Nobel;20 allée de Gagny;93390;Clichy-sous-Bois;Seine-Saint-Denis;Ile-de-France;Créteil
AF.80947;Sciences économiques et sociales / Arts : arts plastiques / Arts : théâtre / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16264;Lycée Henri Moissan;20 cours de Verdun;77100;Meaux;Seine-et-Marne;Ile-de-France;Créteil
AF.80985;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12212;Lycée privé Saint-Laurent La Paix Notre-Dame;43 rue Brébion;77400;Lagny-sur-Marne;Seine-et-Marne;Ile-de-France;Créteil
AF.81084;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15332;Lycée Blanche de Castille;1 avenue de la Bretèche;78150;Le Chesnay-Rocquencourt;Yvelines;Ile-de-France;Versailles
AF.81091;Sciences économiques et sociales / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14288;Lycée Torat Emet;14 avenue Charles Péguy;95200;Sarcelles;Val-d'Oise;Ile-de-France;Versailles
AF.81116;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8409;Lycée Sainte-Thérèse;7 rue Beziel;78120;Rambouillet;Yvelines;Ile-de-France;Versailles
AF.81123;Sciences économiques et sociales / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4421;Lycée polyvalent La Salle - Saint-Nicolas (Lycée des métiers);19 rue Victor Hugo;92130;Issy-les-Moulineaux;Hauts-de-Seine;Ile-de-France;Versailles
AF.81128;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10327;Lycée Rabelais;6 rue Georges Langrognet;92190;Meudon;Hauts-de-Seine;Ile-de-France;Versailles
AF.82053;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19635;Cours Molière;2-4 boulevard Soult;75012;Paris;Paris;Ile-de-France;Paris
AF.86840;Sciences économiques et sociales / LLCER espagnol / Arts : arts plastiques / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15362;Lycée Van Dongen;45 rue Jean Mermoz;77400;Lagny-sur-Marne;Seine-et-Marne;Ile-de-France;Créteil
AF.86884;Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16453;Centre médical et pédagogique-Annexe du lycée Rosa Parks de Montgeron;29 avenue de la Libération;91480;Varennes-Jarcy;Essonne;Ile-de-France;Versailles
AF.86909;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3127;Lycée Maurice Ravel;89 cours de Vincennes;75020;Paris;Paris;Ile-de-France;Paris
AF.86914;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5150;Lycée privé des Francs Bourgeois - La Salle;21 rue Saint-Antoine;75004;Paris;Paris;Ile-de-France;Paris
