annee_universitaire;niveau_geographique;geo_nom;regroupement;rgp_formations_ou_etablissements;secteur;secteur_de_l_etablissement;sexe;sexe_de_l_etudiant;effectif;effectifhdccpge;a_des_effectifs_dut;effectif_dut;a_des_effectifs_ing;effectif_ing;a_des_effectifs_form_ens;effectif_form_ens;diffusable;donnees_diffusables;secret;donnees_soumises_au_secret_stat;niveau_geo;geo_id;reg_id;aca_id;dep_id;uucr_id;rentree;annee;paysage_id;wikidata_id
2022-23;Commune;Paris 15e;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75115;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 15e;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;4833.0;4833.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75115;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 15e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;61.0;61.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75115;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 15e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;125.0;125.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75115;R11;A01;D075;UU00851;2022;2023;;
2021-22;Commune;Paris 15e;UNIV;Universités;PU;Établissements publics;1;Masculin;1623.0;1601.0;non;;oui;1.0;oui;63.0;oui;Données diffusables;non;Autres données;COMMUNE;75115;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 15e;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;79.0;79.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75115;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 15e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;11607.0;11607.0;non;;oui;543.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75115;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 15e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;2364.0;2342.0;non;;oui;1.0;oui;63.0;oui;Données diffusables;non;Autres données;COMMUNE;75115;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 15e;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;543.0;543.0;non;;oui;543.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75115;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 15e;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75115;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 15e;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75115;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 16e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;9940.0;9731.0;oui;1131.0;non;;oui;1232.0;oui;Données diffusables;non;Autres données;COMMUNE;75116;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 16e;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;467.0;467.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75116;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 16e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;2856.0;2856.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75116;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 16e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;54.0;54.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75116;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 16e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;239.0;239.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75116;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 16e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;844.0;844.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75116;R11;A01;D075;UU00851;2021;2022;;
2022-23;Commune;Paris 16e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;7511.0;7284.0;oui;834.0;non;;oui;280.0;oui;Données diffusables;non;Autres données;COMMUNE;75116;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 16e;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;41.0;41.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75116;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 17e;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75117;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 17e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1625.0;1615.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75117;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 17e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75117;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 17e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75117;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 17e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;411.0;411.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75117;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 17e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;522.0;522.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75117;R11;A01;D075;UU00851;2022;2023;;
2021-22;Commune;Paris 17e;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;109.0;109.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75117;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 17e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;3360.0;3313.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75117;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 17e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;120.0;120.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75117;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 17e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;415.0;415.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75117;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 18e;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;525.0;525.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75118;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 18e;UNIV;Universités;PU;Établissements publics;1;Masculin;635.0;630.0;oui;137.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75118;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 18e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;294.0;294.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75118;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 18e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;11.0;11.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75118;R11;A01;D075;UU00851;2021;2022;;
2022-23;Commune;Paris 18e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;331.0;331.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75118;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 18e;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;353.0;353.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75118;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 18e;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;60.0;60.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75118;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 19e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;2755.0;2755.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75119;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 19e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;2933.0;2933.0;non;;oui;129.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75119;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 19e;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;2301.0;2301.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75119;R11;A01;D075;UU00851;2022;2023;;
2021-22;Commune;Paris 19e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;7.0;7.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75119;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 19e;UNIV;Universités;PU;Établissements publics;2;Feminin;200.0;200.0;non;;oui;116.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75119;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 19e;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;110.0;110.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75119;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris 20e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;153.0;153.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75120;R11;A01;D075;UU00851;2021;2022;;
2022-23;Commune;Paris 20e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;67.0;67.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75120;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 20e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;473.0;473.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75120;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris 20e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;13.0;13.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75120;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Avon;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;64.0;64.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;77014;R11;A24;D077;UU77405;2022;2023;;
2022-23;Commune;Brie-Comte-Robert;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;73.0;73.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;77053;R11;A24;D077;UU77306;2022;2023;;
2021-22;Commune;Chailly-en-Brie;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;25.0;25.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;77070;R11;A24;D077;CR77070;2021;2022;;
2021-22;Commune;Champagne-sur-Seine;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;63.0;63.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;77079;R11;A24;D077;UU77403;2021;2022;;
2021-22;Commune;Champs-sur-Marne;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;8.0;8.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;77083;R11;A24;D077;UU00851;2021;2022;;
2021-22;Commune;Chelles;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;134.0;134.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;77108;R11;A24;D077;UU00851;2021;2022;;
2022-23;Commune;Chelles;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;167.0;167.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;77108;R11;A24;D077;UU00851;2022;2023;;
2021-22;Commune;Paris  1er;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1392.0;1392.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75101;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  2e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;274.0;274.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75102;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  2e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;48.0;48.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75102;R11;A01;D075;UU00851;2021;2022;;
2022-23;Commune;Paris  2e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;173.0;173.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75102;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  2e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;278.0;278.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75102;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  2e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;88.0;88.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75102;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  2e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75102;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  2e;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75102;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  2e;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;207.0;207.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75102;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  3e;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;223.0;223.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75103;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  3e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1169.0;1169.0;non;;oui;346.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75103;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  3e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;2417.0;2417.0;non;;oui;1778.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75103;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  3e;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;1778.0;1778.0;non;;oui;1778.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75103;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  3e;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;346.0;346.0;non;;oui;346.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75103;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  3e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;223.0;223.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75103;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  3e;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;2603.0;2603.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75103;R11;A01;D075;UU00851;2022;2023;;
2021-22;Commune;Paris  3e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;2499.0;2499.0;non;;oui;1871.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75103;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  3e;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75103;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  3e;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;1871.0;1871.0;non;;oui;1871.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75103;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  3e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75103;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  3e;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;108.0;108.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75103;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  4e;UNIV;Universités;PU;Établissements publics;2;Feminin;747.0;747.0;non;;non;;oui;67.0;oui;Données diffusables;non;Autres données;COMMUNE;75104;R11;A01;D075;UU00851;2021;2022;;
2022-23;Commune;Paris  4e;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;29.0;29.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75104;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  4e;UNIV;Universités;PU;Établissements publics;2;Feminin;742.0;742.0;non;;non;;oui;71.0;oui;Données diffusables;non;Autres données;COMMUNE;75104;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  4e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;881.0;881.0;non;;non;;oui;71.0;oui;Données diffusables;non;Autres données;COMMUNE;75104;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  4e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;9.0;9.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75104;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  4e;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;6.0;6.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75104;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  5e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;27.0;27.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75105;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  5e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;40.0;40.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75105;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  5e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;123.0;123.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75105;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  5e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;59.0;59.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75105;R11;A01;D075;UU00851;2022;2023;;
2021-22;Commune;Paris  5e;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;149.0;149.0;non;;oui;149.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75105;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  5e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;85.0;85.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75105;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  5e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;42196.0;37512.0;non;;oui;1081.0;oui;70.0;oui;Données diffusables;non;Autres données;COMMUNE;75105;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  5e;GE;Grands établissements MENESR;PU;Établissements publics;2;Feminin;269.0;269.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75105;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  5e;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;50.0;50.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75105;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  6e;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75106;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  6e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;6518.0;6518.0;non;;oui;842.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  6e;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;417.0;417.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  6e;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;334.0;334.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  6e;GE;Grands établissements MENESR;PU;Établissements publics;1;Masculin;1151.0;1151.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  6e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;;;non;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;75106;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  6e;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;1252.0;1252.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2021;2022;;
2021-22;Commune;Paris  6e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;692.0;692.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2021;2022;;
2022-23;Commune;Paris  6e;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;1291.0;1291.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  6e;GE;Grands établissements MENESR;PU;Établissements publics;1;Masculin;1992.0;1992.0;non;;oui;465.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  6e;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;395.0;395.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  6e;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;838.0;838.0;non;;oui;838.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  6e;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;241.0;241.0;non;;oui;241.0;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  6e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;136.0;136.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  6e;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;478.0;478.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  6e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;1107.0;1107.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75106;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  7e;UNIV;Universités;PU;Établissements publics;1;Masculin;104.0;104.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75107;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  7e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;44.0;44.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75107;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  7e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;1235.0;1235.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75107;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  7e;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;179.0;179.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75107;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  7e;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;458.0;458.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75107;R11;A01;D075;UU00851;2022;2023;;
2022-23;Commune;Paris  7e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;106.0;106.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75107;R11;A01;D075;UU00851;2022;2023;;
2021-22;Commune;Paris  7e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;327.0;327.0;non;;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75107;R11;A01;D075;UU00851;2021;2022;;
