"libellé métier";"lien site onisep.fr";"nom publication";collection;année;gencod;GFE;"code ROME";"libellé ROME";"lien ROME";domaine/sous-domaine
"opérateur / opératrice en traitement des matériaux";https://www.onisep.fr/http/redirection/metier/slug/MET.841;"Les métiers de l'automobile";Parcours;2020;9782273015172;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H3402;"Conduite de traitement par dépôt de surface";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H3402;"matières premières, fabrication, industries/métallurgie, sidérurgie| sciences/physique| mécanique/travail des métaux"
"opticien-lunetier / opticienne-lunetière";https://www.onisep.fr/http/redirection/metier/slug/MET.281;"Les métiers du paramédical";Parcours;2022;9782273016117;"GFE R : santé, social, soins personnels";J1405;"Optique - lunetterie";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=J1405;"santé, social, sport/paramédical"
orthoprothésiste;https://www.onisep.fr/http/redirection/metier/slug/MET.276;"Les métiers du paramédical";Parcours;2022;9782273016117;"GFE R : santé, social, soins personnels";J1411;"Prothèses et orthèses";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=J1411;"santé, social, sport/paramédical"
"ouvrier / ouvrière agricole";https://www.onisep.fr/http/redirection/metier/slug/MET.903;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE A : agriculture";A1416;"Polyculture, élevage";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1416;"agriculture, animaux/cultures| agriculture, animaux/élevage, aquaculture"
"ouvrier forestier / ouvrière forestière";https://www.onisep.fr/http/redirection/metier/slug/MET.50;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE A : agriculture";A1205;Sylviculture;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1205;"matières premières, fabrication, industries/bois| agriculture, animaux/forêt"
"parfumeur / parfumeuse";https://www.onisep.fr/http/redirection/metier/slug/MET.440;"Les métiers de la chimie";Parcours;2021;9782273015233;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1505;"Intervention technique en formulation et analyse sensorielle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1505;sciences/chimie
pédiatre;https://www.onisep.fr/http/redirection/metier/slug/MET.335;"Les métiers du médical";Parcours;2021;9782273015813;"GFE R : santé, social, soins personnels";J1102;"Médecine généraliste et spécialisée";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=J1102;"santé, social, sport/médical"
"peintre en bâtiment";https://www.onisep.fr/http/redirection/metier/slug/MET.10;"Les métiers du bâtiment et des travaux publics";Parcours;2023;9782273016445;"GFE C : bâtiment";F1606;"Peinture en bâtiment";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1606;"construction, architecture, travaux publics/finition| construction, architecture, travaux publics/génie civil, construction (généralités)"
"pharmacien / pharmacienne d'officine";https://www.onisep.fr/http/redirection/metier/slug/MET.767;"Les métiers du médical";Parcours;2021;9782273015813;"GFE R : santé, social, soins personnels";J1202;Pharmacie;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=J1202;"santé, social, sport/médical"
"pharmacien distributeur / pharmacienne distributrice en gros";https://www.onisep.fr/http/redirection/metier/slug/MET.7860;;"pas de publication Onisep spécifique";;;"GFE R : santé, social, soins personnels";J1202;Pharmacie;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=J1202;"logistique, transport/logistique| santé, social, sport/médical"
photographe;https://www.onisep.fr/http/redirection/metier/slug/MET.883;"Les études d'art";Dossiers;2023;9782273016506;"GFE U : communication, médias";E1201;Photographie;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1201;"information-communication, audiovisuel/audiovisuel"
"pilote de ligne automatisée (chimie - agroalimentaire - industrie pharmaceutique)";https://www.onisep.fr/http/redirection/metier/slug/MET.796;"Les métiers de la chimie";Parcours;2021;9782273015233;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H2301;"Conduite d'équipement de production chimique ou pharmaceutique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2301;"mécanique/automatismes| matières premières, fabrication, industries/fabrication, productique"
"plombier / plombière";https://www.onisep.fr/http/redirection/metier/slug/MET.266;"Les métiers du bâtiment et des travaux publics";Parcours;2023;9782273016445;"GFE C : bâtiment";F1603;"Installation d'équipements sanitaires et thermiques";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1603;"construction, architecture, travaux publics/équipement technique"
"poseur / poseuse de voies ferrées";https://www.onisep.fr/http/redirection/metier/slug/MET.7776;"Les métiers du Grand Paris Express";"Pourquoi pas moi ?";2020;9782273015127;"GFE C : bâtiment";F1702;"Construction de routes et voies";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1702;"mécanique/travail des métaux| construction, architecture, travaux publics/travaux publics"
"préparateur / préparatrice en pharmacie";https://www.onisep.fr/http/redirection/metier/slug/MET.868;"Les métiers du paramédical";Parcours;2022;9782273016117;"GFE R : santé, social, soins personnels";J1307;"Préparation en pharmacie";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=J1307;"santé, social, sport/médical"
"professeur / professeure d'éducation physique et sportive (EPS)";https://www.onisep.fr/http/redirection/metier/slug/MET.43;"Travailler auprès des enfants";Parcours;2023;9782273016780;"GFE W : droit, enseignement, recherche et sciences humaines";K2107;"Enseignement général du second degré";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2107;"lettres, langues, enseignement/enseignement| santé, social, sport/sport"
"professeur / professeure de mathématiques ou de physique-chimie";https://www.onisep.fr/http/redirection/metier/slug/MET.85;;"pas de publication Onisep spécifique";;;"GFE W : droit, enseignement, recherche et sciences humaines";K2107;"Enseignement général du second degré";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2107;"sciences/chimie| lettres, langues, enseignement/enseignement| sciences/mathématiques| sciences/physique"
programmiste;https://www.onisep.fr/http/redirection/metier/slug/MET.930;"Les métiers de l'architecture, de l'urbanisme et du paysage";Parcours;2020;9782273015196;"GFE C : bâtiment";;;;"construction, architecture, travaux publics/architecture| construction, architecture, travaux publics/génie civil, construction (généralités)| environnement, énergies, propreté/urbanisme"
psychanalyste;https://www.onisep.fr/http/redirection/metier/slug/MET.279;;"pas de publication Onisep spécifique";;;"GFE R : santé, social, soins personnels";K1104;Psychologie;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1104;"histoire-géographie, psychologie, sociologie/psychologie"
"psychologue de l'éducation nationale spécialité éducation, développement et conseil en orientation scolaire et professionnelle";https://www.onisep.fr/http/redirection/metier/slug/MET.634;"Les métiers du social";Parcours;2019;9782273014571;"GFE R : santé, social, soins personnels";K2112;"Orientation scolaire et professionnelle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2112;"lettres, langues, enseignement/enseignement| histoire-géographie, psychologie, sociologie/psychologie"
"réalisateur / réalisatrice 3D";https://www.onisep.fr/http/redirection/metier/slug/MET.252;;"pas de publication Onisep spécifique";;;"GFE V : arts, spectacle, audiovisuel";L1304;"Réalisation cinématographique et audiovisuelle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=L1304;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/audiovisuel| information-communication, audiovisuel/multimédia"
réceptionniste;https://www.onisep.fr/http/redirection/metier/slug/MET.3;"Les métiers des grands événements culturels et sportifs";"Zoom sur les métiers";2023;9782273016742;"GFE S : hôtellerie,  tourisme, loisirs";G1703;"Réception en hôtellerie";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1703;"hôtellerie-restauration, tourisme/hôtellerie| hôtellerie-restauration, tourisme/tourisme"
"rédacteur / rédactrice technique";https://www.onisep.fr/http/redirection/metier/slug/MET.360;;"pas de publication Onisep spécifique";;;"GFE U : communication, médias";H1207;"Rédaction technique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1207;"lettres, langues, enseignement/langues"
réflexologue;https://www.onisep.fr/http/redirection/metier/slug/MET.497;;"pas de publication Onisep spécifique";;;"GFE R : santé, social, soins personnels";K1103;"Développement personnel et bien-être de la personne";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1103;"santé, social, sport/esthétique"
"régisseur / régisseuse de spectacles";https://www.onisep.fr/http/redirection/metier/slug/MET.452;;"pas de publication Onisep spécifique";;;"GFE V : arts, spectacle, audiovisuel";L1509;"Régie générale";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=L1509;"arts, culture, artisanat/arts du spectacle"
"régleur / régleuse";https://www.onisep.fr/http/redirection/metier/slug/MET.684;;"pas de publication Onisep spécifique";;;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H3202;"Réglage d'équipement de formage des plastiques et caoutchoucs";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H3202;"matières premières, fabrication, industries/plasturgie"
"responsable achats en chimie";https://www.onisep.fr/http/redirection/metier/slug/MET.625;"Les métiers de la chimie";Parcours;2021;9782273015233;"GFE Q : commerce, gestion, finances";M1102;"Direction des achats";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1102;"commerce, marketing, vente/achat, approvisionnement"
"responsable biométrie";https://www.onisep.fr/http/redirection/metier/slug/MET.487;;"pas de publication Onisep spécifique";;;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";M1802;"Expertise et support en systèmes d'information";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1802;"sciences/biologie| sciences/mathématiques"
"responsable d'élevage agricole";https://www.onisep.fr/http/redirection/metier/slug/MET.362;"Travailler auprès des animaux";Parcours;2023;9782273016438;"GFE A : agriculture";"A1407 | A1409 | A1410 | A1411";"Élevage bovin ou équin | Élevage de lapins et volailles | Élevage ovin ou caprin | Élevage porcin";"https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1407 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1409 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1410 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1411";"agriculture, animaux/agriculture (généralités)| agriculture, animaux/élevage, aquaculture"
"responsable de la collecte des déchets ménagers";https://www.onisep.fr/http/redirection/metier/slug/MET.906;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE T : environnement, nettoyage, sécurité";K2302;"Management et inspection en environnement urbain";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2302;"environnement, énergies, propreté/déchets, pollutions et risques| environnement, énergies, propreté/environnement (généralités)| environnement, énergies, propreté/propreté"
"responsable de laboratoire de contrôle en chimie";https://www.onisep.fr/http/redirection/metier/slug/MET.355;"Les métiers de la chimie";Parcours;2021;9782273015233;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1501;"Direction de laboratoire d'analyse industrielle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1501;sciences/chimie
"responsable de plate-forme biotechnologique";https://www.onisep.fr/http/redirection/metier/slug/MET.486;;"pas de publication Onisep spécifique";;;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";;;;sciences/biologie
"responsable de réseau d'assainissement";https://www.onisep.fr/http/redirection/metier/slug/MET.822;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE T : environnement, nettoyage, sécurité";K2302;"Management et inspection en environnement urbain";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2302;"environnement, énergies, propreté/gestion de l'eau| sciences/physique| sciences/sciences de la Terre"
"responsable des ouvrages hydroélectriques";https://www.onisep.fr/http/redirection/metier/slug/MET.739;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE H : électricité, énergie, électronique";H2502;"Management et ingénierie de production";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2502;sciences/physique
"responsable des ressources humaines";https://www.onisep.fr/http/redirection/metier/slug/MET.697;"Gestion, comptabilité et ressources humaines";Parcours;2021;9782273015769;"GFE Q : commerce, gestion, finances";M1503;"Management des ressources humaines";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1503;"gestion des entreprises, comptabilité/administration de l'entreprise| économie, droit, politique/droit (généralités)| gestion des entreprises, comptabilité/ressources humaines"
"responsable du recrutement";https://www.onisep.fr/http/redirection/metier/slug/MET.756;"Ecoles de commerce";Dossiers;2024;9782273016582;"GFE Q : commerce, gestion, finances";M1502;"Développement des ressources humaines";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1502;"gestion des entreprises, comptabilité/ressources humaines"
"responsable e-CRM";https://www.onisep.fr/http/redirection/metier/slug/MET.353;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE Q : commerce, gestion, finances";M1704;"Management relation clientèle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1704;"commerce, marketing, vente/marketing, vente"
"responsable qualité en agroalimentaire";https://www.onisep.fr/http/redirection/metier/slug/MET.113;"Les métiers de l'agroalimentaire";Parcours;2019;9782273014557;"GFE K : production alimentaire";H1502;"Management et ingénierie qualité industrielle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1502;"matières premières, fabrication, industries/agroalimentaire| matières premières, fabrication, industries/fabrication, productique"
rudologue;https://www.onisep.fr/http/redirection/metier/slug/MET.726;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE T : environnement, nettoyage, sécurité";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"environnement, énergies, propreté/déchets, pollutions et risques"
sapeur-pompier;https://www.onisep.fr/http/redirection/metier/slug/MET.572;;"pas de publication Onisep spécifique";;;"GFE T : environnement, nettoyage, sécurité";K1705;"Sécurité civile et secours";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1705;"armée, sécurité/sécurité, prévention"
secrétaire;https://www.onisep.fr/http/redirection/metier/slug/MET.670;;"pas de publication Onisep spécifique";;;"GFE Q : commerce, gestion, finances";M1607;Secrétariat;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1607;"gestion des entreprises, comptabilité/secrétariat"
"secrétaire de mairie";https://www.onisep.fr/http/redirection/metier/slug/MET.523;;"pas de publication Onisep spécifique";;;"GFE Q : commerce, gestion, finances";K1404;"Mise en oeuvre et pilotage de la politique des pouvoirs publics";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1404;"économie, droit, politique/droit (généralités)| économie, droit, politique/sciences économiques| gestion des entreprises, comptabilité/secrétariat"
"secrétaire médical / médicale";https://www.onisep.fr/http/redirection/metier/slug/MET.556;;"pas de publication Onisep spécifique";;;"GFE R : santé, social, soins personnels";M1609;"Secrétariat et assistanat médical ou médico-social";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1609;"gestion des entreprises, comptabilité/secrétariat"
"serrurier-métallier / serrurière-métallière";https://www.onisep.fr/http/redirection/metier/slug/MET.148;"Les métiers du bâtiment et des travaux publics";Parcours;2023;9782273016445;"GFE E : travail des métaux";"F1607 | H2911";"Pose de fermetures menuisées | Réalisation de structures métalliques";"https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1607 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2911";"mécanique/travail des métaux"
"sommelier / sommelière";https://www.onisep.fr/http/redirection/metier/slug/MET.4;"Les métiers de l'hôtellerie et de la restauration";Parcours;2022;9782273016179;"GFE S : hôtellerie,  tourisme, loisirs";G1804;Sommellerie;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1804;"hôtellerie-restauration, tourisme/restauration"
"souffleur / souffleuse de verre";https://www.onisep.fr/http/redirection/metier/slug/MET.874;;"pas de publication Onisep spécifique";;;"GFE V : arts, spectacle, audiovisuel";B1602;"Réalisation d'objets artistiques et fonctionnels en verre";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=B1602;"arts, culture, artisanat/artisanat d'art| matières premières, fabrication, industries/verre"
"spécialiste de l'accessibilité numérique";https://www.onisep.fr/http/redirection/metier/slug/MET.623;"Les métiers du numérique";Parcours;2020;9782273015226;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1806;"Conseil et maîtrise d'ouvrage en systèmes d'information";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1806;"informatique, Internet/informatique (généralités)"
"spécialiste des affaires réglementaires en chimie";https://www.onisep.fr/http/redirection/metier/slug/MET.736;"Les métiers de la chimie";Parcours;2021;9782273015233;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1502;"Management et ingénierie qualité industrielle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1502;"sciences/biologie| sciences/chimie| économie, droit, politique/droit (généralités)"
"spécialiste des affaires réglementaires en chimie";https://www.onisep.fr/http/redirection/metier/slug/MET.736;"Les métiers de l'industrie du médicament";"Zoom sur les métiers";2020;;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1502;"Management et ingénierie qualité industrielle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1502;"sciences/biologie| sciences/chimie| économie, droit, politique/droit (généralités)"
"statisticien / statisticienne";https://www.onisep.fr/http/redirection/metier/slug/MET.461;"Mathématiques, statistiques et informatique";"Zoom sur les métiers";2021;9782273015547;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1403;"Études et prospectives socio-économiques";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1403;sciences/mathématiques
styliste;https://www.onisep.fr/http/redirection/metier/slug/MET.25;"Les métiers de l'industrie textile";"Zoom sur les métiers";2022;9782273015585;"GFE L : textile, habillement, cuir";B1805;Stylisme;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=B1805;"arts, culture, artisanat/arts graphiques| matières premières, fabrication, industries/textile, habillement"
"surveillant / surveillante du Jardin du Luxembourg";https://www.onisep.fr/http/redirection/metier/slug/MET.7907;;"pas de publication Onisep spécifique";;;"GFE T : environnement, nettoyage, sécurité";;;;"armée, sécurité/sécurité, prévention"
"tailleur-couturier / tailleuse-couturière";https://www.onisep.fr/http/redirection/metier/slug/MET.291;"Les études d'art";Dossiers;2023;9782273016506;"GFE L : textile, habillement, cuir";B1803;"Réalisation de vêtements sur mesure ou en petite série";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=B1803;"matières premières, fabrication, industries/textile, habillement"
"technicien / technicienne automobile";https://www.onisep.fr/http/redirection/metier/slug/MET.664;"Les métiers de l'automobile";Parcours;2020;9782273015172;"GFE F : mécanique";I1604;"Mécanique automobile et entretien de véhicules";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1604;mécanique/automobile
"technicien / technicienne d'essais";https://www.onisep.fr/http/redirection/metier/slug/MET.574;"Les métiers de l'électronique et de la robotique";Parcours;2022;9782273015974;"GFE F : mécanique";H1504;"Intervention technique en contrôle essai qualité en électricité et électronique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1504;"mécanique/aéronautique| mécanique/automatismes| électricité, électronique, robotique/électronique| matières premières, fabrication, industries/études et développement| matières premières, fabrication, industries/fabrication, productique| sciences/physique"
"technicien / technicienne d'intervention clientèle gaz";https://www.onisep.fr/http/redirection/metier/slug/MET.895;"Les métiers de l'énergie";Parcours;2022;9782273015998;"GFE H : électricité, énergie, électronique";;;;"environnement, énergies, propreté/énergies"
"technicien / technicienne de l'intervention sociale et familiale";https://www.onisep.fr/http/redirection/metier/slug/MET.189;"Les métiers du social";Parcours;2019;9782273014571;"GFE R : santé, social, soins personnels";K1305;"Intervention sociale et familiale";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1305;"santé, social, sport/travail social"
"technicien / technicienne de l'intervention sociale et familiale";https://www.onisep.fr/http/redirection/metier/slug/MET.189;"Travailler auprès des enfants";Parcours;2023;9782273016780;"GFE R : santé, social, soins personnels";K1305;"Intervention sociale et familiale";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1305;"santé, social, sport/travail social"
"technicien / technicienne de maintenance en génie climatique";https://www.onisep.fr/http/redirection/metier/slug/MET.83;"Les métiers du bâtiment et des travaux publics";Parcours;2023;9782273016445;"GFE H : électricité, énergie, électronique";"I1306 | I1308";"Installation et maintenance en froid, conditionnement d'air | Maintenance d'installation de chauffage";"https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1306 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1308";"environnement, énergies, propreté/énergies| construction, architecture, travaux publics/équipement technique"
"technicien / technicienne de maintenance industrielle";https://www.onisep.fr/http/redirection/metier/slug/MET.866;"Les métiers des industries des papiers cartons";"Zoom sur les métiers";2019;9782273014830;"GFE F : mécanique";I1304;"Installation et maintenance d'équipements industriels et d'exploitation";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1304;"mécanique/automatismes| électricité, électronique, robotique/électronique| électricité, électronique, robotique/électrotechnique| matières premières, fabrication, industries/maintenance, qualité| mécanique/mécanique (généralités)"
"technicien / technicienne de maintenance industrielle";https://www.onisep.fr/http/redirection/metier/slug/MET.866;"Les métiers de l'industrie de la chimie";"Zoom sur les métiers";2021;9782273015622;"GFE F : mécanique";I1304;"Installation et maintenance d'équipements industriels et d'exploitation";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1304;"mécanique/automatismes| électricité, électronique, robotique/électronique| électricité, électronique, robotique/électrotechnique| matières premières, fabrication, industries/maintenance, qualité| mécanique/mécanique (généralités)"
"technicien / technicienne des industries du verre";https://www.onisep.fr/http/redirection/metier/slug/MET.35;"Les métiers de l'industrie du verre";Parcours;2022;9782273016247;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H2805;"Pilotage d'installation de production verrière";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2805;"matières premières, fabrication, industries/céramique, composites| construction, architecture, travaux publics/génie civil, construction (généralités)| matières premières, fabrication, industries/verre"
"technicien / technicienne en métrologie";https://www.onisep.fr/http/redirection/metier/slug/MET.462;"Les métiers de l'électronique et de la robotique";Parcours;2022;9782273015974;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1506;"Intervention technique qualité en mécanique et travail des métaux";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1506;"mécanique/automatismes| électricité, électronique, robotique/électronique| sciences/physique"
"technicien / technicienne en traitement des matériaux";https://www.onisep.fr/http/redirection/metier/slug/MET.942;"Les métiers de l'industrie aéronautique et spatiale";Parcours;2023;9782273016292;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";;;;"sciences/chimie| sciences/physique| mécanique/travail des métaux"
"technicien / technicienne logistique";https://www.onisep.fr/http/redirection/metier/slug/MET.143;"Les métiers du transport et de la logistique";Parcours;2019;9782273014533;"GFE O : transport, logistique";N1303;"Intervention technique d'exploitation logistique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=N1303;"logistique, transport/logistique| logistique, transport/transport"
"technicien / technicienne prototypiste en agroéquipement";https://www.onisep.fr/http/redirection/metier/slug/MET.117;"Les métiers de l'automobile";Parcours;2020;9782273015172;"GFE F : mécanique";;;;"mécanique/machinisme agricole| mécanique/mécanique (généralités)"
"technicien / technicienne qualité";https://www.onisep.fr/http/redirection/metier/slug/MET.175;"Les métiers de la chimie";Parcours;2021;9782273015233;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";"H1503 | H1504 | H1506";"Intervention technique en laboratoire d'analyse industrielle | Intervention technique en contrôle essai qualité en électricité et électronique | Intervention technique qualité en mécanique et travail des métaux";"https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1503 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1504 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1506";"matières premières, fabrication, industries/agroalimentaire| matières premières, fabrication, industries/fabrication, productique| matières premières, fabrication, industries/maintenance, qualité"
"technicien / technicienne valoriste";https://www.onisep.fr/http/redirection/metier/slug/MET.7837;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE T : environnement, nettoyage, sécurité";K2304;"Revalorisation de produits industriels";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2304;"environnement, énergies, propreté/déchets, pollutions et risques"
"technicien électronicien / technicienne électronicienne";https://www.onisep.fr/http/redirection/metier/slug/MET.198;"Les métiers de l'électronique et de la robotique";Parcours;2022;9782273015974;"GFE H : électricité, énergie, électronique";I1305;"Installation et maintenance électronique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1305;"électricité, électronique, robotique/électronique"
"technicien forestier / technicienne forestière";https://www.onisep.fr/http/redirection/metier/slug/MET.290;"Les métiers du bois";"Zoom sur les métiers";2023;9782273016704;"GFE A : agriculture";A1301;"Conseil et assistance technique en agriculture";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1301;"agriculture, animaux/forêt"
"technicien pétrolier / technicienne pétrolière";https://www.onisep.fr/http/redirection/metier/slug/MET.777;"Les métiers de l'énergie";Parcours;2022;9782273015998;"GFE H : électricité, énergie, électronique";;;;"environnement, énergies, propreté/énergies"
"technico-commercial / technico-commerciale en agroalimentaire";https://www.onisep.fr/http/redirection/metier/slug/MET.548;"Les métiers de l'agroalimentaire";Parcours;2019;9782273014557;"GFE K : production alimentaire";D1407;"Relation technico-commerciale";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1407;"matières premières, fabrication, industries/agroalimentaire| commerce, marketing, vente/marketing, vente"
"testeur / testeuse en informatique";https://www.onisep.fr/http/redirection/metier/slug/MET.84;"Les métiers du numérique";Parcours;2020;9782273015226;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1805;"Études et développement informatique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1805;"informatique, Internet/développement, programmation, logiciel| informatique, Internet/informatique de gestion| information-communication, audiovisuel/multimédia| informatique, Internet/systèmes et réseaux"
trader;https://www.onisep.fr/http/redirection/metier/slug/MET.757;"Les métiers de la banque, de la finance et de l'assurance";Parcours;2022;9782273016094;"GFE Q : commerce, gestion, finances";C1301;"Front office marchés financiers";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=C1301;"banque, assurances, immobilier/finances"
"traducteur-interprète / traductrice-interprète";https://www.onisep.fr/http/redirection/metier/slug/MET.768;"Les métiers des langues et de l'international";Parcours;2022;9782273016018;"GFE U : communication, médias";E1108;"Traduction, interprétariat";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1108;"lettres, langues, enseignement/langues"
"traffic manager";https://www.onisep.fr/http/redirection/metier/slug/MET.489;"Ecoles de commerce";Dossiers;2024;9782273016582;"GFE U : communication, médias";E1402;"Élaboration de plan média";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1402;"commerce, marketing, vente/marketing, vente"
"UI designer";https://www.onisep.fr/http/redirection/metier/slug/MET.7901;;"pas de publication Onisep spécifique";;;"GFE U : communication, médias";E1205;"Réalisation de contenus multimédias";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1205;"arts, culture, artisanat/arts graphiques"
